Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,20-day MA,50-day MA
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,153.93820190429688,22622100,,,
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,152.0214080810547,21116200,-0.012451709838951164,,
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,152.41433715820312,20813700,0.0025846956827220158,,
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,151.02464294433594,21634100,-0.009117870666095595,,
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,153.43023681640625,27746500,0.015928485743594623,,
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,155.34707641601562,21385000,0.012493232360079487,,
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,154.62826538085938,20725900,-0.004627129468669833,,
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,156.48757934570312,21626500,0.012024411968045712,,
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,155.3853759765625,23477400,-0.007043392029892015,,
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,156.39170837402344,21417900,0.006476364916172761,,
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,159.25730895996094,23865400,0.018323225800975118,,
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,160.148681640625,34371700,0.005597059792641357,,
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,159.57359313964844,29517200,-0.0035909661889510502,,
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,158.80686950683594,24138800,-0.004804827777121656,,
2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,159.7844696044922,19680800,0.006155905602144962,,
2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,158.17433166503906,24918100,-0.0100769364096438,,
2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,155.52915954589844,32078100,-0.016723143959553544,,
2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,158.57688903808594,24899900,0.019595871932221787,,
2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.04957580566406,34754500,0.015592983205669153,,
2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,165.59234619140625,51597500,0.028207279423224874,156.87810287475585,
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,163.1484375,36142700,-0.014758584847764378,157.338614654541,
2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,167.1258087158203,30107000,0.024378849572618932,158.0938346862793,
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,172.62698364257812,36433300,0.03291636982359791,159.10446701049804,
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,172.41619873046875,39186300,-0.0012210426647192296,160.17404479980468,
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,175.9910125732422,27751400,0.02073363099926473,161.30208358764648,
2020-02-07,182.8500061035156,185.6300048828125,182.47999572753903,183.88999938964844,176.24017333984375,33529100,0.0014157584694722836,162.34673843383788,
2020-02-10,183.5800018310547,188.83999633789065,183.25,188.6999969482422,180.8500823974609,35844300,0.02615697074201062,163.65782928466797,
2020-02-11,190.6499938964844,190.6999969482422,183.5,184.44000244140625,176.7672882080078,53159900,-0.022575572735876293,164.67181472778321,
2020-02-12,185.5800018310547,185.8500061035156,181.8500061035156,184.7100067138672,177.02609252929688,47062900,0.0014640962358629661,165.75385055541992,
2020-02-13,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,176.06764221191406,35295800,-0.005414175411594724,166.73764724731444,
2020-02-14,183.25,185.41000366210935,182.6499938964844,185.3500061035156,177.63943481445312,23149500,0.008927208786309926,167.65675354003906,
2020-02-18,185.6100006103516,187.6999969482422,185.5,187.22999572753903,179.4412384033203,27792200,0.010143038288481288,168.62138137817382,
2020-02-19,188.05999755859372,188.17999267578125,186.47000122070312,187.27999877929688,179.97940063476562,29997500,0.0029991000743971874,169.64167175292968,
2020-02-20,186.9499969482422,187.25,181.1000061035156,184.4199981689453,177.23089599609375,36862400,-0.015271217867035003,170.56287307739257,
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,171.62815856933594,48572600,-0.03161264516137918,171.15505752563476,
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,164.2283172607422,68311100,-0.043115543336697204,171.45775680541993,
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,161.5182647705078,68073300,-0.01650173694425472,171.7572120666504,
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,163.53640747070312,56206100,0.012494826532855496,172.00518798828125,
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.01376342773438,93174900,-0.07045919756451169,171.55339736938475,
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,155.69448852539062,97012700,0.02421310422596057,171.058504486084,
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.0542449951172,71030800,0.06653900576600758,171.20379486083985,
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,158.09701538085938,71677000,-0.047919459177281465,170.7523551940918,
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,163.90158081054688,49814400,0.036715211958329386,170.31608505249022,
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,159.7884063720703,47817300,-0.025095392113581694,169.6846954345703,
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,155.27163696289062,72821100,-0.028267191041772444,168.64872665405272,
2020-03-09,151.0,157.75,150.0,150.6199951171875,144.7484893798828,70419300,-0.06777250365128051,167.0741424560547,
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,154.64698791503906,65354400,0.06838412323031773,165.76398773193358,
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,147.64117431640625,56371600,-0.04530197253167134,164.30768203735352,
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,133.63914489746094,93226400,-0.09483824199974122,162.13833465576172,
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,152.63845825195312,92727400,0.14216877374567183,160.96687545776368,161.90318572998046
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,130.14100646972656,87905900,-0.14739045480327817,158.59195404052736,161.42724182128907
2020-03-17,140.0,147.5,135.0,146.57000732421875,140.85638427734375,81059800,0.08233667541298595,156.6627113342285,161.20394134521484
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,134.92691040039062,81593200,-0.04209588303273559,154.41008682250975,160.8541928100586
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.14683532714844,85922700,0.016452795963164624,152.4058837890625,160.57663665771486
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,131.99575805664062,84866200,-0.03755884893895289,150.42426376342775,160.14794708251952
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,130.67918395996094,78975200,-0.009974366722563466,148.74680709838867,159.65458923339844
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,142.55738830566406,82516700,0.09089591766461069,147.79876327514648,159.41317169189452
